"course_id","title","link","provider","platform","skills","level","credential","duration","rating"
167,"AI Materials","https://www.coursera.org/learn/ai-materials","Korea Advanced Institute of Science and Technology(KAIST)","Coursera","Artificial Intelligence, Materials science, Image Analysis, Computer Vision, Manufacturing Processes, Machine Learning, Deep Learning","Beginner","Course","1 - 3 Months","4.7"
168,"Create Your First Python Program From UST","https://www.coursera.org/projects/first-python-program-ust","Coursera Project Network","Coursera","Python Programming, Command-Line Interface, Programming Principles, Computer Programming, Scripting, Scripting Languages, Development Environment","Beginner","Guided Project","Less Than 2 Hours","4.6"
169,"Multi AI Agent Systems with crewAI","https://www.coursera.org/projects/multi-ai-agent-systems-with-crewai","DeepLearning.AI","Coursera","Generative AI Agents, Artificial Intelligence, LLM Application, Agentic systems, Business Process Automation, Automation, Tool Calling, Debugging, Prompt Engineering, Coordination, Prioritization","Beginner","Project","Less Than 2 Hours","4.8"
170,"Landing.AI for Beginners: Build Data Visualization AI Models","https://www.coursera.org/learn/landing-ai-for-beginners-build-data-visualization-ai-models","Coursera Project Network","Coursera","Generative AI, Image Analysis, Application Deployment, Computer Vision, Visualization (Computer Graphics), Cloud Computing, Deep Learning, Supervised Learning","Beginner","Course","1 - 4 Weeks","4.4"
171,"Preparing for Google Cloud Certification: Cloud Developer","https://www.coursera.org/professional-certificates/google-cloud-developer","Google Cloud","Coursera","Google Gemini, Cloud Applications, Google Cloud Platform, Containerization, Cloud Infrastructure, Application Deployment, Prompt Engineering, CI/CD, Kubernetes, Cloud Development, Microservices, Docker (Software), Application Development, Serverless Computing, Identity and Access Management, Cloud Services, Virtual Machines, Cloud Computing, Cloud Storage, Debugging","Intermediate","Professional Certificate","3 - 6 Months","4.7"
172,"Create Charts and Dashboards Using Microsoft Excel","https://www.coursera.org/projects/create-charts-dashboards-using-microsoft-excel","Coursera Project Network","Coursera","Dashboard, Microsoft Excel, Microsoft 365, Microsoft Office, Spreadsheet Software, Data Visualization, Trend Analysis, Data Analysis","Intermediate","Guided Project","Less Than 2 Hours","4.6"
173,"Machine Learning Pipelines with Azure ML Studio","https://www.coursera.org/projects/azure-machine-learning-studio-pipeline","Coursera Project Network","Coursera","Applied Machine Learning, Classification And Regression Tree (CART), Predictive Modeling, Microsoft Azure, No-Code Development, Machine Learning, Feature Engineering, Data Pipelines, Data Science, Data Analysis, Data Processing, Application Deployment","Beginner","Guided Project","Less Than 2 Hours","4.5"
174,"Google Advanced Data Analytics","https://www.coursera.org/professional-certificates/google-advanced-data-analytics","Google","Coursera","Data Storytelling, Data Visualization, Data Ethics, Exploratory Data Analysis, Sampling (Statistics), Data Presentation, Data Visualization Software, Feature Engineering, Regression Analysis, Descriptive Statistics, Statistical Hypothesis Testing, Advanced Analytics, Data Analysis, Tableau Software, Data Science, Statistical Analysis, Machine Learning, Object Oriented Programming (OOP), Interviewing Skills, Python Programming","Advanced","Professional Certificate","3 - 6 Months","4.7"
175,"Google Business Intelligence","https://www.coursera.org/professional-certificates/google-business-intelligence","Google","Coursera","Data Modeling, Stakeholder Engagement, Database Design, Dashboard, Business Intelligence, Extract, Transform, Load, Tableau Software, Data Warehousing, Data Pipelines, Data Integrity, Data Validation, Data-Driven Decision-Making, Data Visualization, Interviewing Skills, Business Process, Business Analysis, Professional Development, Google Gemini, Data Analysis, SQL","Advanced","Professional Certificate","3 - 6 Months","4.8"
176,"Data Science Challenge","https://www.coursera.org/projects/data-science-challenge","Coursera Project Network","Coursera","Applied Machine Learning, Jupyter, Machine Learning, Predictive Modeling, Data Science, Python Programming, Predictive Analytics, Data Analysis","Intermediate","Guided Project","Less Than 2 Hours","4.7"
177,"Mathematics for Machine Learning","https://www.coursera.org/specializations/mathematics-machine-learning","Imperial College London","Coursera","Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Probability & Statistics, Machine Learning Algorithms, Jupyter, Data Science, Advanced Mathematics, Statistics, Statistical Analysis, Artificial Neural Networks, Algorithms, Data Manipulation, Python Programming, Machine Learning, Derivatives","Beginner","Specialization","3 - 6 Months","4.6"
178,"Introduction to Business Analysis Using Spreadsheets: Basics","https://www.coursera.org/projects/business-analysis-using-spreadsheets","Coursera Project Network","Coursera","Google Sheets, Data Visualization, Spreadsheet Software, Data Presentation, Data Analysis, Data Visualization Software, Business Analytics, Productivity Software, Business Analysis, Data Manipulation, Descriptive Statistics, Analysis, Statistics, Excel Formulas, Data Cleansing, Mathematical Software","Beginner","Guided Project","Less Than 2 Hours","4.3"
179,"Code Free Data Science","https://www.coursera.org/learn/code-free-data-science","University of California San Diego","Coursera","Predictive Modeling, Data Manipulation, Predictive Analytics, Big Data, Data Processing, Data Mining, Data Analysis, Data Science, Data-Driven Decision-Making, Unsupervised Learning, Statistical Analysis, Analytics, No-Code Development, Software Installation","Beginner","Course","1 - 4 Weeks","4.3"
180,"Data Analysis and Presentation Skills: the PwC Approach","https://www.coursera.org/specializations/pwc-analytics","PwC","Coursera","Analytics, Data Visualization, Business Analytics, Data Analysis, Microsoft PowerPoint, Data Presentation, Presentations, Excel Formulas, Data-Driven Decision-Making, Dashboard, Business Intelligence, Microsoft Excel, Customer Analysis, Data Visualization Software, Big Data, Data Storytelling, Target Audience, Business Consulting, Spreadsheet Software, Data Cleansing","Beginner","Specialization","3 - 6 Months","4.6"
181,"Python 3 Programming","https://www.coursera.org/specializations/python-3-programming","University of Michigan","Coursera","Unified Modeling Language, JSON, Object Oriented Programming (OOP), Software Design, Debugging, Object Oriented Design, Data Processing, Web Scraping, Unit Testing, Programming Principles, Python Programming, Data Import/Export, Restful API, Image Analysis, Data Manipulation, Jupyter, Computer Programming, Data Structures, Software Engineering, File Management","Beginner","Specialization","3 - 6 Months","4.8"
182,"Business and Financial Modeling","https://www.coursera.org/specializations/wharton-business-financial-modeling","University of Pennsylvania","Coursera","Risk Modeling, Financial Statements, Probability Distribution, Mathematical Modeling, Statistical Modeling, Portfolio Management, Regression Analysis, Business Modeling, Financial Modeling, Strategic Decision-Making, Risk Management, Presentations, Decision Making, Data Visualization, Microsoft PowerPoint, Predictive Modeling, Investment Management, Spreadsheet Software, Google Sheets, Microsoft Excel","Beginner","Specialization","3 - 6 Months","4.5"
183,"Data Engineering Foundations","https://www.coursera.org/specializations/data-engineering-foundations","IBM","Coursera","Web Scraping, Database Design, SQL, MySQL, Data Transformation, Data Store, IBM DB2, Extract, Transform, Load, Data Architecture, Data Pipelines, Big Data, Databases, Data Warehousing, Data Governance, Database Management Systems, Relational Databases, Stored Procedure, Data Import/Export, Programming Principles, Python Programming","Beginner","Specialization","3 - 6 Months","4.6"
184,"Google IT Automation with Python","https://www.coursera.org/professional-certificates/google-it-automation","Google","Coursera","Git (Version Control System), GitHub, Version Control, Cloud Services, Debugging, Puppet (Configuration Management Tool), Infrastructure as Code (IaC), Bash (Scripting Language), CI/CD, Cloud Computing, Technical Communication, Unit Testing, Web Services, Email Automation, Configuration Management, Automation, Python Programming, Interviewing Skills, Professional Development, Scripting","Advanced","Professional Certificate","3 - 6 Months","4.8"
185,"HTML, CSS, and Javascript for Web Developers","https://www.coursera.org/specializations/html-css-javascript-for-web-developers","Johns Hopkins University","Coursera","Cascading Style Sheets (CSS), HTML and CSS, Javascript, Ajax, Responsive Web Design, Bootstrap (Front-End Framework), Front-End Web Development, Web Design, Hypertext Markup Language (HTML), Browser Compatibility, Web Design and Development, Web Development, JSON, Web Applications, Scripting, Usability, Cross Platform Development, Object Oriented Programming (OOP), Event-Driven Programming, User Interface and User Experience (UI/UX) Design","Beginner","Specialization","1 - 3 Months","4.7"
186,"Excel Skills for Business","https://www.coursera.org/specializations/excel","Macquarie University","Coursera","Microsoft Excel, Dashboard, Excel Formulas, Spreadsheet Software, Data Visualization, Excel Macros, Data Validation, Data Cleansing, Data Analysis Expressions (DAX), Data Modeling, Financial Forecasting, Data Management, Business Intelligence Software, Consolidation, Data Integrity, Data Entry, Business Reporting, Productivity Software, Financial Modeling, Loans","Beginner","Specialization","3 - 6 Months","4.9"
187,"Geliştiriciler için Üretken Yapay Zeka","https://www.coursera.org/specializations/gelistiricilier-uretken-yapay-zeka-tr","Google Cloud","Coursera","Responsible AI, Prompt Engineering, Google Gemini, Prompt Patterns, Generative AI, Multimodal Prompts, Cloud Security, Keras (Neural Network Library), Google Cloud Platform, Generative Model Architectures, Data Ethics, Tensorflow, Information Privacy, Application Security, Artificial Intelligence, Image Analysis, Semantic Web, Natural Language Processing, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning","Advanced","Specialization","3 - 6 Months","4.4"
188,"IBM Data Warehouse Engineer","https://www.coursera.org/professional-certificates/data-warehouse-engineering","IBM","Coursera","Data Warehousing, SQL, Extract, Transform, Load, Apache Airflow, Linux Commands, Database Design, IBM Cognos Analytics, MySQL, Database Administration, Data Pipelines, Apache Kafka, Database Management, Bash (Scripting Language), Shell Script, Database Architecture and Administration, Data Store, IBM DB2, Data Visualization, Relational Databases, Dashboard","Beginner","Professional Certificate","3 - 6 Months","4.7"
189,"Generative AI for Data Engineers","https://www.coursera.org/specializations/generative-ai-for-data-engineers","IBM","Coursera","Prompt Engineering, Prompt Patterns, Generative AI, Database Design, Data Pipelines, Query Languages, Extract, Transform, Load, ChatGPT, Responsible AI, Data Warehousing, Data Ethics, Data Infrastructure, Data Architecture, Data Mining, Data Synthesis, Artificial Intelligence and Machine Learning (AI/ML), Data Analysis, Artificial Intelligence, Machine Learning, Data Quality","Intermediate","Specialization","1 - 3 Months","4.7"
190,"Prompt Engineering","https://www.coursera.org/specializations/prompt-engineering","Vanderbilt University","Coursera","Prompt Engineering, ChatGPT, Prompt Patterns, Ideation, Verification And Validation, Data Presentation, LLM Application, Productivity, OpenAI, Document Management, Responsible AI, Generative AI, Large Language Modeling, Risk Management Framework, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Creative Thinking, Problem Solving, Data Analysis, Information Management","Beginner","Specialization","1 - 3 Months","4.8"
191,"Generative AI for Software Developers","https://www.coursera.org/specializations/generative-ai-for-software-developers","IBM","Coursera","Prompt Engineering, Prompt Patterns, Generative AI, Large Language Modeling, Responsible AI, ChatGPT, Artificial Intelligence, Software Development Tools, Software Testing, Test Automation, Software Development, DevSecOps, Application Security, CI/CD, Natural Language Processing, Software Engineering, Artificial Intelligence and Machine Learning (AI/ML), Software Architecture, Machine Learning","Intermediate","Specialization","1 - 3 Months","4.7"
192,"Digital Marketing","https://www.coursera.org/specializations/digital-marketing","University of Illinois Urbana-Champaign","Coursera","Data Storytelling, Marketing Analytics, Keyword Research, Email Marketing, Customer experience strategy (CX), Case Studies, Strategic Communication, Search Engine Marketing, Marketing Communications, Digital Marketing, Analytics, Data Visualization Software, Digital Media Strategy, Campaign Management, Business Analytics, Marketing, Web Analytics, Marketing Strategies, Data Analysis, Data Visualization","Beginner","Specialization","3 - 6 Months","4.7"
193,"Cloud Application Development Foundations","https://www.coursera.org/specializations/ibm-cloud-application-development-foundations","IBM","Coursera","Cloud Computing Architecture, React Redux, Cloud-Native Computing, Cloud Services, Node.JS, NoSQL, MongoDB, Web Design and Development, Agile Methodology, React.js, Cloud Security, Cloud Technologies, Hypertext Markup Language (HTML), HTML and CSS, Server Side, Full-Stack Web Development, Cloud Applications, JavaScript Frameworks, DevOps, Python Programming","Beginner","Specialization","3 - 6 Months","4.6"
194,"Generative AI for Human Resources (HR) Professionals","https://www.coursera.org/specializations/generative-ai-for-human-resources","IBM","Coursera","Prompt Engineering, Prompt Patterns, Generative AI, Responsible AI, HR Tech, Human Resources Management and Planning, ChatGPT, Human Resources, Workforce Planning, Human Resource Strategy, Data Ethics, LLM Application, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Data-Driven Decision-Making, Employee Engagement, Recruitment, Machine Learning, Performance Appraisal, Employee Onboarding","Intermediate","Specialization","1 - 3 Months","4.7"
195,"Using Python to Access Web Data","https://www.coursera.org/learn/python-network-data","University of Michigan","Coursera","Web Scraping, JSON, Network Protocols, Web Services, Restful API, Application Programming Interface (API), Extensible Markup Language (XML), Data Import/Export, Data Access, TCP/IP, Python Programming, Hypertext Markup Language (HTML), Data Capture, Software Installation, Development Environment","Beginner","Course","1 - 3 Months","4.8"
196,"Applied Software Engineering Fundamentals","https://www.coursera.org/specializations/software-engineering-fundamentals","IBM","Coursera","Software Development Life Cycle, Linux Commands, Software Architecture, Bash (Scripting Language), Restful API, Shell Script, Git (Version Control System), GitHub, Flask (Web Framework), Software Design, Version Control, File Management, Web Design and Development, Application Deployment, Linux, Software Development Methodologies, Data Import/Export, Programming Principles, Web Scraping, Python Programming","Beginner","Specialization","3 - 6 Months","4.6"
197,"Key Technologies for Business","https://www.coursera.org/specializations/key-technologies-for-business","IBM","Coursera","Cloud Computing Architecture, Cloud Services, Cloud Security, Cloud Technologies, Data Literacy, Cloud Infrastructure, Data Mining, Cloud Platforms, Cloud Hosting, Cloud Engineering, Cloud Computing, Generative AI, Responsible AI, LLM Application, Big Data, Data Analysis, Data Science, Natural Language Processing, Market Opportunities, Business","Beginner","Specialization","3 - 6 Months","4.7"
198,"Data Science Fundamentals with Python and SQL","https://www.coursera.org/specializations/data-science-fundamentals-python-sql","IBM","Coursera","Dashboard, SQL, Descriptive Statistics, Jupyter, Statistical Analysis, Data Analysis, Probability Distribution, Pandas (Python Package), Statistics, Data Visualization, Statistical Hypothesis Testing, Web Scraping, Relational Databases, Stored Procedure, Data Import/Export, Data Science, Programming Principles, Computer Programming Tools, Data Visualization Software, Python Programming","Beginner","Specialization","3 - 6 Months","4.6"
199,"Data Science: Statistics and Machine Learning","https://www.coursera.org/specializations/data-science-statistics-machine-learning","Johns Hopkins University","Coursera","Shiny (R Package), Rmarkdown, Regression Analysis, Exploratory Data Analysis, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Machine Learning Algorithms, Plotly, Interactive Data Visualization, Probability & Statistics, Data Presentation, Data Visualization, Feature Engineering, Statistical Analysis, Statistical Modeling, R Programming, Data Science, Machine Learning, GitHub","Intermediate","Specialization","3 - 6 Months","4.4"
200,"Introduction to Data Science in Python","https://www.coursera.org/learn/python-data-analysis","University of Michigan","Coursera","Pandas (Python Package), Jupyter, NumPy, Data Manipulation, Data Science, Data Analysis, Statistical Analysis, Pivot Tables And Charts, Data Cleansing, Data Import/Export, Probability & Statistics, Python Programming, Programming Principles","Intermediate","Course","1 - 4 Weeks","4.5"
201,"Prepare Data for Exploration","https://www.coursera.org/learn/data-preparation","Google","Coursera","Data Ethics, Data Analysis, Data Literacy, Data Security, Google Sheets, Databases, Data Storage, Data Quality, Data Management, Data Collection, SQL, Data Import/Export, Metadata Management, Unstructured Data","Beginner","Course","1 - 3 Months","4.8"
202,"Generative AI for Business Intelligence (BI) Analysts","https://www.coursera.org/specializations/generative-ai-for-business-intelligence-analysts","IBM","Coursera","Prompt Engineering, Prompt Patterns, Generative AI, Interactive Data Visualization, Business Intelligence, Data Presentation, Infographics, Data Visualization, ChatGPT, Dashboard, Data Storytelling, Data Visualization Software, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Large Language Modeling, SQL, Data Analysis, Responsible AI, Machine Learning, Business Ethics","Intermediate","Specialization","1 - 3 Months","4.7"
203,"Data Science: Foundations using R","https://www.coursera.org/specializations/data-science-foundations-r","Johns Hopkins University","Coursera","Rmarkdown, Exploratory Data Analysis, Version Control, Statistical Analysis, R Programming, Data Manipulation, Data Cleansing, Data Science, Data Wrangling, Plot (Graphics), Statistical Programming, Statistical Visualization, Ggplot2, R (Software), Dimensionality Reduction, Data Visualization Software, Knitr, Data Sharing, GitHub, Machine Learning","Beginner","Specialization","3 - 6 Months","4.6"
204,"Using Databases with Python","https://www.coursera.org/learn/python-databases","University of Michigan","Coursera","Data Store, Relational Databases, Database Design, SQL, Databases, Web Scraping, Data Modeling, Database Systems, Database Management, Data Visualization Software, Object Oriented Programming (OOP), Data Processing, Python Programming, Application Programming Interface (API)","Beginner","Course","1 - 3 Months","4.8"
205,"Creative Coding: Hands-On Python","https://www.coursera.org/specializations/creative-coding","University of Michigan","Coursera","Debugging, Unit Testing, Relational Databases, Object Oriented Programming (OOP), Data Transformation, Databases, Data Visualization Software, Object Oriented Design, Web Scraping, Data Science, Creative Design, Scatter Plots, Data Structures, Programming Principles, Integrated Development Environments, Python Programming, Development Testing, Computer Programming, Program Development, Diversity and Inclusion","Intermediate","Specialization","3 - 6 Months","3.8"
206,"Generative AI for Project Managers","https://www.coursera.org/specializations/generative-ai-for-project-managers","IBM","Coursera","Prompt Engineering, Prompt Patterns, Generative AI, Responsible AI, ChatGPT, Project Management, LLM Application, Project Management Life Cycle, Case Studies, Work Breakdown Structure, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Project Documentation, Machine Learning, Ethical Standards And Conduct","Intermediate","Specialization","1 - 3 Months","4.7"
207,"Applied Data Science with Python","https://www.coursera.org/specializations/data-science-python","University of Michigan","Coursera","Matplotlib, Network Analysis, Social Network Analysis, Feature Engineering, Data Visualization, Data Visualization Software, Interactive Data Visualization, Scientific Visualization, Pandas (Python Package), Applied Machine Learning, Supervised Learning, Text Mining, Visualization (Computer Graphics), Statistical Visualization, Jupyter, NumPy, Graph Theory, Natural Language Processing, Python Programming, Data Processing","Intermediate","Specialization","3 - 6 Months","4.5"
208,"Neuroscience and Neuroimaging","https://www.coursera.org/specializations/computational-neuroscience","Johns Hopkins University","Coursera","Magnetic Resonance Imaging, Neurology, Medical Imaging, Diagnostic Radiology, Anatomy, Image Analysis, Data Analysis, X-Ray Computed Tomography, Correlation Analysis, Data Manipulation, Radiology, Analytical Skills, Experimentation, Research Design, Statistical Analysis, Biomedical Technology, Advanced Analytics, Network Analysis, R Programming, Statistics","Intermediate","Specialization","3 - 6 Months","4.7"
209,"Introduction to Cloud Computing","https://www.coursera.org/learn/introduction-to-cloud","IBM","Coursera","Cloud Computing Architecture, Cloud Services, Cloud Security, Cloud Technologies, Cloud Infrastructure, Cloud Platforms, Cloud Hosting, Cloud Engineering, Cloud Computing, Cloud Solutions, Cloud Development, Cloud Storage, Infrastructure As A Service (IaaS), Software As A Service, Emerging Technologies, Cloud-Native Computing, Cloud Management, Hybrid Cloud Computing, IBM Cloud, DevOps","Beginner","Course","1 - 3 Months","4.6"
210,"IBM Business Analyst","https://www.coursera.org/professional-certificates/ibm-business-analyst-professional-certificate","IBM","Coursera","Data Storytelling, Risk Mitigation, Business Analysis, Business Process Modeling, Risk Analysis, Project Scoping, Process Flow Diagrams, Stakeholder Analysis, Process Optimization, Data Visualization, Requirements Management, Prompt Engineering, Risk Management, Stakeholder Management, Digital Transformation, Responsible AI, Excel Formulas, Microsoft Excel, Business Analytics, Business Requirements","Beginner","Professional Certificate","3 - 6 Months","4.7"
211,"Assess for Success: Marketing Analytics and Measurement","https://www.coursera.org/learn/assess-for-success","Google","Coursera","Media Planning, Spreadsheet Software, A/B Testing, Return On Investment, Marketing Analytics, Key Performance Indicators (KPIs), Google Analytics, Pivot Tables And Charts, Performance Measurement, Digital Marketing, Data Presentation, Data Visualization, Google Ads, Marketing Budgets, Marketing, Web Analytics and SEO, Data Analysis, Stakeholder Communications","Beginner","Course","1 - 4 Weeks","4.6"
212,"Reinforcement Learning","https://www.coursera.org/specializations/reinforcement-learning","University of Alberta","Coursera","Reinforcement Learning, Machine Learning, Sampling (Statistics), Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Machine Learning Algorithms, Deep Learning, Simulations, Feature Engineering, Markov Model, Supervised Learning, Algorithms, Artificial Neural Networks, Performance Testing, Linear Algebra, Performance Tuning, Predictive Modeling, Pseudocode, Probability Distribution","Intermediate","Specialization","3 - 6 Months","4.7"
213,"Coding for Everyone: C and C++","https://www.coursera.org/specializations/coding-for-everyone","University of California, Santa Cruz","Coursera","C++ (Programming Language), Debugging, C (Programming Language), C and C++, Object Oriented Programming (OOP), Software Design Patterns, Code Review, Data Structures, Computer Programming, Algorithms, Command-Line Interface, Data-oriented programming, Programming Principles, Graph Theory, Computer Science, Computational Thinking, Artificial Intelligence, Integrated Development Environments, Software Technical Review, Game Design","Beginner","Specialization","3 - 6 Months","4.5"
214,"Linear Algebra for Machine Learning and Data Science","https://www.coursera.org/learn/machine-learning-linear-algebra","DeepLearning.AI","Coursera","Linear Algebra, NumPy, Dimensionality Reduction, Machine Learning Methods, Data Transformation, Data Manipulation, Data Science, Applied Mathematics, Mathematical Modeling, Machine Learning, Python Programming","Intermediate","Course","1 - 4 Weeks","4.6"
215,"Mathematics for Machine Learning and Data Science","https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science","DeepLearning.AI","Coursera","Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Linear Algebra, Statistical Inference, A/B Testing, Statistical Analysis, Applied Mathematics, NumPy, Probability, Calculus, Dimensionality Reduction, Numerical Analysis, Mathematical Modeling, Machine Learning, Machine Learning Methods, Data Transformation","Intermediate","Specialization","1 - 3 Months","4.6"
