"course_id","title","link","provider","platform","skills","level","credential","duration"
109,"Palo Alto Networks Cybersecurity","https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals","Palo Alto Networks","Coursera","Network Security, Cloud Security, Cybersecurity, Cloud Infrastructure, Firewall, Network Infrastructure, Docker (Software), Virtual Private Networks (VPN), Software As A Service, Hybrid Cloud Computing, Containerization, Threat Detection, Data Centers, Threat Management, OSI Models, Enterprise Security, Network Protocols, Dynamic Host Configuration Protocol (DHCP), Vulnerability Scanning, Incident Response","Beginner","Professional Certificate","3 - 6 Months"
110,"ADP Entry-Level Payroll Specialist","https://www.coursera.org/professional-certificates/adp-payroll-specialist","Automatic Data Processing, Inc. (ADP)","Coursera","Payroll, Payroll Processing, Payroll Systems, Payroll Tax, Payroll Reporting, Payroll Administration, Data Entry, Employee Onboarding, Labor Compliance, Labor Law, Compensation Management, Human Resource Strategy, Compensation and Benefits, Non-Profit Accounting, Payment Processing and Collection, Tax Compliance, Benefits Administration, Specialized Accounting, Record Keeping, Data Analysis","Beginner","Professional Certificate","3 - 6 Months"
111,"IBM Mainframe Developer","https://www.coursera.org/professional-certificates/ibm-mainframe-developer","IBM","Coursera","Mainframe Computing, COBOL (Programming Language), Software Development Life Cycle, z/OS, Unit Testing, Systems Analysis, Job Control Language (JCL), IBM DB2, Systems Development, Debugging, Pseudocode, Software Development Methodologies, Virtualization, Agile Methodology, Software Development, Test Driven Development (TDD), Programming Principles, Relational Databases, Software Testing, Technical Support","Intermediate","Professional Certificate","3 - 6 Months"
112,"SAS Programmer","https://www.coursera.org/professional-certificates/sas-programming","SAS","Coursera","Data Manipulation, SAS (Software), Data Access, Data Import/Export, Microsoft Excel, Data Analysis, Data Transformation, Requirements Analysis, Exploratory Data Analysis, Data Validation, Data Cleansing, Descriptive Statistics, Statistical Programming, Data Processing, Data Integration, SQL, Data Presentation, Debugging","Beginner","Professional Certificate","3 - 6 Months"
113,"Soporte de Tecnologías de la Información de Google","https://www.coursera.org/professional-certificates/soporte-de-tecnologias-de-informacion-google","Google","Coursera","IT Infrastructure, Operating System Administration, Computer Networking, Desktop Support, Systems Administration, Network Troubleshooting, Remote Access Systems, Network Security, OSI Models, Hardening, Package and Software Management, Cybersecurity, Disaster Recovery, User Accounts, File Systems, TCP/IP, Computer Security Awareness Training, Computer Hardware, Technical Support, Software Installation","Beginner","Professional Certificate","3 - 6 Months"
114,"Akamai Customer Consulting and Support","https://www.coursera.org/professional-certificates/akamai-customer-consulting-and-support","Akamai Technologies, Inc.","Coursera","Endpoint Security, Database Systems, Computer Security Incident Management, Security Management, Ubuntu, Routing Protocols, Database Design, Application Development, Network Architecture, Linux Commands, TCP/IP, Operating Systems, Database Theory, Web Design and Development, Cascading Style Sheets (CSS), Web Development, Data Structures, Python Programming, Data Analysis, Software Development","Beginner","Professional Certificate","3 - 6 Months"
115,"CVS Health Call Center Customer Service","https://www.coursera.org/professional-certificates/cvshealth-call-center-customer-service","CVS Health","Coursera","Active Listening, Call Center Experience, De-escalation Techniques, Greeting Customers, Growth Mindedness, Customer Service, Empathy, Interviewing Skills, Cross Selling, Data Entry, Customer Relationship Building, Upselling, Teamwork, Customer Complaint Resolution, Conflict Management, Retail Store Operations, Transaction Processing, Cash Register Operation, Communication, Time Management","Beginner","Professional Certificate","3 - 6 Months"
116,"Microsoft Back-End Developer","https://www.coursera.org/professional-certificates/microsoft-back-end-developer","Microsoft","Coursera","CI/CD, C# (Programming Language), Load Balancing, Continuous Integration, Role-Based Access Control (RBAC), Scalability, Object Oriented Programming (OOP), Authentications, ASP.NET, Debugging, SQL, Application Deployment, Microsoft Copilot, .NET Framework, Relational Databases, Database Management, Graph Theory, Back-End Web Development, Program Development, Data Structures","Beginner","Professional Certificate","3 - 6 Months"
117,"Amazon Junior Software Developer","https://www.coursera.org/professional-certificates/amazon-junior-software-developer","Amazon","Coursera","Git (Version Control System), Software Development Methodologies, JUnit, Requirements Analysis, Version Control, Application Development, Software Development Life Cycle, SQL, Full-Stack Web Development, Test Driven Development (TDD), Software Development, Restful API, Object Oriented Programming (OOP), Object Oriented Design, Database Management, MySQL, Digital Transformation, Relational Databases, Java Programming, Generative AI","Beginner","Professional Certificate","3 - 6 Months"
118,"Dell Technologies IT Sales Representative","https://www.coursera.org/professional-certificates/dell-technologies-sales-rep","Dell","Coursera","Closing (Sales), Sustainable Business, Sales, Customer Relationship Building, Sales Strategy, Persuasive Communication, Emotional Intelligence, Influencing, Job Analysis, Data Centers, Customer Insights, Interviewing Skills, Sales Presentations, Public Speaking, Sales Prospecting, Negotiation, Account Management, Customer Relationship Management, Lead Generation, Digital Content","Beginner","Professional Certificate","3 - 6 Months"
119,"Ciberseguridad de Google","https://www.coursera.org/professional-certificates/ciberseguridad-de-google","Google","Coursera","Vulnerability Management, Threat Modeling, Incident Response, Intrusion Detection and Prevention, Business Risk Management, Network Security, Vulnerability Assessments, Operating Systems, Threat Detection, Risk Management, Security Information and Event Management (SIEM), Computer Security Incident Management, Event Monitoring, Network Architecture, Security Controls, Cyber Risk, Linux, Cybersecurity, Debugging, SQL","Beginner","Professional Certificate","3 - 6 Months"
120,"Snowflake Generative AI","https://www.coursera.org/professional-certificates/snowflake-generative-ai","Snowflake","Coursera","Prompt Engineering, Generative AI, LLM Application, Data Engineering, Data Manipulation, Snowflake Schema, Large Language Modeling, Application Deployment, Data Lakes, Data Warehousing, Unstructured Data, Cloud Development, SQL, Natural Language Processing, Data Pipelines, Extract, Transform, Load, Application Development, Artificial Intelligence and Machine Learning (AI/ML), Role-Based Access Control (RBAC), Stored Procedure","Beginner","Professional Certificate","1 - 3 Months"
121,"Microsoft Azure Developer Associate (AZ-204) Exam Prep","https://www.coursera.org/professional-certificates/azure-developer-associate","Microsoft","Coursera","Cloud Development, Microsoft Azure, Cloud Storage, Data Storage, Serverless Computing, Software Development, Cloud Security, Virtual Machines, Data Storage Technologies, CI/CD, Continuous Deployment, Development Environment, Cloud Management, Application Deployment, Cloud Applications, Data Security, Cloud Computing, Microsoft Power Automate/Flow, Event-Driven Programming, C# (Programming Language)","Intermediate","Professional Certificate","3 - 6 Months"
122,"Suporte em TI do Google","https://www.coursera.org/professional-certificates/suporte-em-ti-do-google","Google","Coursera","Systems Administration, IT Security Architecture, Operating System Administration, Remote Access Systems, IT Infrastructure, Hardening, Network Troubleshooting, OSI Models, Computer Networking, Routing Protocols, Desktop Support, Application Security, TCP/IP, Security Strategy, Server Administration, Network Security, Technical Support, Microsoft Windows, Computer Hardware, Software Installation","Beginner","Professional Certificate","3 - 6 Months"
123,"Akamai Network Engineering","https://www.coursera.org/professional-certificates/akamai-network-engineering","Akamai Technologies, Inc.","Coursera","SQL, Linux, Endpoint Security, Database Management, Incident Response, Relational Databases, Network Security, Database Systems, Vulnerability Scanning, Computer Security Incident Management, Security Management, Ubuntu, Linux Administration, File Systems, Routing Protocols, OSI Models, Application Development, Remote Access Systems, Scripting, MySQL","Beginner","Professional Certificate","3 - 6 Months"
124,"Generative AI for Software Development","https://www.coursera.org/professional-certificates/generative-ai-for-software-development","DeepLearning.AI","Coursera","Prompt Engineering, Large Language Modeling, Database Design, LLM Application, Software Documentation, Software Design Patterns, Databases, Test Automation, Collaborative Software, Software Testing, Application Design, Technical Documentation, Generative AI, Database Management, Software Design, Code Review, Software Architecture, Software Engineering, Software Development, Machine Learning","Beginner","Professional Certificate","1 - 3 Months"
125,"Microsoft Full-Stack Developer","https://www.coursera.org/professional-certificates/microsoft-full-stack-developer","Microsoft","Coursera","CI/CD, GitHub, C# (Programming Language), HTML and CSS, Load Balancing, Continuous Integration, Git (Version Control System), Role-Based Access Control (RBAC), Scalability, Object Oriented Programming (OOP), Authentications, ASP.NET, Full-Stack Web Development, Web Development, Debugging, SQL, Application Deployment, Microsoft Copilot, .NET Framework, Graph Theory","Beginner","Professional Certificate","3 - 6 Months"
126,"Google Marketing Digital e E-Commerce","https://www.coursera.org/professional-certificates/certificado-de-carrera-de-google-marketing-digital-e-e-commerce","Google","Coursera","Email Marketing, Paid media, Target Audience, Data Storytelling, Social Media Marketing, Social Media Strategy, Content Creation, Search Engine Optimization, Marketing Budgets, Order Fulfillment, Media Planning, Search Engine Marketing, Google Ads, Social Media Management, Customer Retention, Customer Relationship Management, E-Commerce, Customer Engagement, Marketing, Campaign Management","Beginner","Professional Certificate","3 - 6 Months"
127,"Microsoft Azure Security Engineer Associate (AZ-500)","https://www.coursera.org/professional-certificates/microsoft-azure-security-engineer-associate","Microsoft","Coursera","Azure Active Directory, Data Security, Multi-Factor Authentication, Microsoft Azure, Role-Based Access Control (RBAC), Cloud Security, Active Directory, Threat Modeling, Security Strategy, Data Storage, Application Security, Database Architecture and Administration, Virtual Machines, Infrastructure Security, Kubernetes, Continuous Monitoring, Web Applications, Cyber Governance, System Monitoring, Network Security","Intermediate","Professional Certificate","3 - 6 Months"
128,"Unilever Digital Marketing Analyst","https://www.coursera.org/professional-certificates/unilever-digital-marketing-analyst","Unilever","Coursera","Data Storytelling, Marketing Automation, Web Analytics, Marketing Effectiveness, Marketing Analytics, Customer Insights, Digital Marketing, Social Media Campaigns, Market Analysis, Google Analytics, Digital Advertising, Social Media Marketing, Customer Analysis, Search Engine Marketing, Advertising Campaigns, Marketing Strategies, Social Media Strategy, Customer experience strategy (CX), Marketing, MarTech","Beginner","Professional Certificate","3 - 6 Months"
129,"SAS Visual Business Analytics","https://www.coursera.org/professional-certificates/sas-visual-business-analytics","SAS","Coursera","SAS (Software), Network Analysis, Trend Analysis, Data Manipulation, Data Analysis, Forecasting, Data Quality, Text Mining, Data Visualization Software, Spatial Analysis, Dashboard, Analysis, Analytics, Data Visualization, Time Series Analysis and Forecasting, Business Analytics, Interactive Data Visualization, Data-Driven Decision-Making, Predictive Analytics, Business Reporting","Beginner","Professional Certificate","3 - 6 Months"
130,"Google UX Design (PT)","https://www.coursera.org/professional-certificates/ux-design-do-google","Google","Coursera","Adobe XD, User Experience Design, Usability Testing, Figma (Design Software), Responsive Web Design, Information Architecture, Wireframing, User Experience, Prototyping, UI/UX Research, Presentations, Design Reviews, User Interface and User Experience (UI/UX) Design, User Story, Storyboarding, Ideation, Mockups, Software Documentation, User Research, User Centered Design","Beginner","Professional Certificate","3 - 6 Months"
131,"MathWorks Computer Vision Engineer","https://www.coursera.org/professional-certificates/mathworks-computer-vision-engineer","MathWorks","Coursera","Computer Vision, Image Analysis, Anomaly Detection, Applied Machine Learning, Deep Learning, Image Quality, Artificial Neural Networks, Unsupervised Learning, Matlab, Application Deployment, PyTorch (Machine Learning Library), Machine Learning, Motion Graphics, Supervised Learning, Data Visualization, Automation, Predictive Modeling, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Methods, Medical Imaging","Beginner","Professional Certificate","3 - 6 Months"
132,"IBM Digital Marketing and Growth Hacking","https://www.coursera.org/professional-certificates/ibm-digital-marketing-and-growth-hacking","IBM","Coursera","Responsible AI, Social Media Management, Social Media Content, Social Media Marketing, Social Media, Google Ads, Digital Marketing, Email Marketing, Digital Advertising, Web Analytics and SEO, Online Advertising, Social Media Strategy, Digital Media Strategy, Social Media Campaigns, Paid media, Pay Per Click Advertising, Customer Retention, Search Engine Optimization, Presentations, Generative AI","Beginner","Professional Certificate","3 - 6 Months"
133,"Microsoft Generative AI for Data Analysis","https://www.coursera.org/professional-certificates/microsoft-genai-for-data-analysis","Microsoft","Coursera","Prompt Engineering, Data Storytelling, Data Presentation, Dashboard, Interactive Data Visualization, Generative AI, Data Ethics, Responsible AI, Infographics, Data Visualization, Anomaly Detection, Excel Formulas, Predictive Modeling, Data Visualization Software, Microsoft Copilot, Business Reporting, Risk Analysis, Text Mining, Predictive Analytics, Automation","Intermediate","Professional Certificate","3 - 6 Months"
134,"AAPC Medical Biller","https://www.coursera.org/professional-certificates/aapc-medical-biller","AAPC","Coursera","Medical Billing, Denial Management, ICD Coding (ICD-9/ICD-10), Patient Registration, Billing, Medical Billing and Coding, Medical Coding, CPT Coding, Accounts Receivable, Payment Processing and Collection, Medical Office Procedures, Utilization Management, Medical Records, Billing & Invoicing, Insurance, Medicare, Health Insurance Portability And Accountability Act (HIPAA) Compliance, Health Systems, Healthcare Industry Knowledge, Regulatory Compliance","Beginner","Professional Certificate","3 - 6 Months"
135,"PwC GST Taxation Executive","https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive","PwC India","Coursera","Accounting Records, Tax Returns, Reconciliation, Tax Compliance, Billing & Invoicing, Auditing, Tax Preparation, Accounting, Tax Management, Key Performance Indicators (KPIs), Compliance Management, Income Tax, Tax, Tax Laws, Sales Tax, Record Keeping, Registration, Compliance Auditing, Compliance Reporting, Fraud detection","Beginner","Professional Certificate","3 - 6 Months"
136,"CertNexus Certified Artificial Intelligence Practitioner","https://www.coursera.org/professional-certificates/certified-artificial-intelligence-practitioner","CertNexus","Coursera","Data Ethics, Applied Machine Learning, Unsupervised Learning, Random Forest Algorithm, Data Analysis, Regression Analysis, Responsible AI, Decision Tree Learning, Machine Learning Algorithms, Data Collection, Deep Learning, Workflow Management, MLOps (Machine Learning Operations), Statistical Analysis, Business Ethics, Compliance Management, Learning Strategies, Test Planning, Goal Setting, Productivity","Intermediate","Professional Certificate","3 - 6 Months"
137,"Desarrollador front-end de Meta","https://www.coursera.org/professional-certificates/meta-front-end-developer-es","Meta","Coursera","User Research, UI/UX Research, Persona (User Experience), Jest (JavaScript Testing Framework), Responsive Web Design, Design Research, Bootstrap (Front-End Framework), Version Control, User Experience Design, HTML and CSS, Front-End Web Development, Unix Commands, Usability, Web Design, React.js, Javascript, Algorithms, Mobile Development, Web Development Tools, Cascading Style Sheets (CSS)","Beginner","Professional Certificate","3 - 6 Months"
138,"Google Project Management (PT)","https://www.coursera.org/professional-certificates/gestao-de-projetos-do-google","Google","Coursera","Quality Management, Backlogs, Project Closure, Project Planning, Team Leadership, Project Management Life Cycle, Agile Project Management, Communication Planning, Continuous Improvement Process, Project Management, Budget Management, Stakeholder Analysis, Change Control, Project Controls, Scope Management, Project Schedules, Agile Methodology, Quality Control, Requirements Analysis, Change Management","Beginner","Professional Certificate","3 - 6 Months"
139,"NASM Personal Fitness Trainer","https://www.coursera.org/professional-certificates/nasm-personal-fitness-trainer","National Academy of Sports Medicine","Coursera","Goal Setting, Exercise Science, Kinesiology, Nutrition and Diet, Nutrition Counseling, Smart Goals, Health Assessment, Sports Medicine, Human Musculoskeletal System, Preventative Care, Public Health and Disease Prevention, Nutritional Assessment, Respiration, Physiology, Neurology, Automated External Defibrillator, Rehabilitation, Cardiopulmonary Resuscitation (CPR), Coaching, Health And Wellness Coaching","Beginner","Professional Certificate","3 - 6 Months"
140,"Microsoft Data Visualization","https://www.coursera.org/professional-certificates/microsoft-data-visualization","Microsoft","Coursera","Data Storytelling, Data Analysis Expressions (DAX), Data Presentation, Power BI, Data Ethics, Dashboard, Data Modeling, Data Governance, Extract, Transform, Load, Data Visualization, Interactive Data Visualization, Business Intelligence, Data Visualization Software, Data Analysis, Statistical Analysis, Correlation Analysis, Data Architecture, Data Cleansing, Data Transformation, Database Design","Beginner","Professional Certificate","3 - 6 Months"
141,"Marketing en redes sociales de Meta","https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook","Meta","Coursera","Target Audience, Content Performance Analysis, Paid media, Social Media Marketing, Social Media Management, Social Media Content, Data Storytelling, Social Media Campaigns, Social Media, Social Media Strategy, Campaign Management, Performance Analysis, Content Creation, Marketing Budgets, Marketing Effectiveness, Advertising Campaigns, Performance Metric, Advertising, Online Advertising, Facebook","Beginner","Professional Certificate","3 - 6 Months"
142,"Microsoft Front-End Developer","https://www.coursera.org/professional-certificates/microsoft-front-end-developer","Microsoft","Coursera","GitHub, C# (Programming Language), Secure Coding, HTML and CSS, User Interface and User Experience (UI/UX) Design, Figma (Design Software), Open Web Application Security Project (OWASP), Git (Version Control System), User Interface (UI), Object Oriented Programming (OOP), Web Development, Web Design, Debugging, Mockups, Microsoft Copilot, Authentications, Front-End Web Development, Programming Principles, UI Components, Javascript","Beginner","Professional Certificate","3 - 6 Months"
143,"SAS Advanced Programmer","https://www.coursera.org/professional-certificates/sas-advanced-programmer","SAS","Coursera","SQL, SAS (Software), Database Management, Query Languages, Case Studies, Data Access, Program Development, Statistical Programming, Data Presentation, Scripting, Perl (Programming Language), Data Processing, Automation, Data Integration, Stored Procedure, Data Manipulation, Data Transformation, Debugging, Data Validation, Data Analysis","Intermediate","Professional Certificate","3 - 6 Months"
144,"Python, SQL, Tableau for Data Science","https://www.coursera.org/professional-certificates/python-sql-tableau-data-science","Coursera","Coursera","Data Storytelling, Exploratory Data Analysis, Data Presentation, SQL, Data Visualization Software, Database Design, AWS SageMaker, Unsupervised Learning, Data Visualization, Feature Engineering, Interactive Data Visualization, Dashboard, Database Management, A/B Testing, Tableau Software, Pandas (Python Package), Matplotlib, Python Programming, Data Analysis, Machine Learning","Beginner","Professional Certificate","3 - 6 Months"
145,"ADP AIRS® Entry-Level Recruiter","https://www.coursera.org/professional-certificates/adp-airs-entry-level-recruiter","Automatic Data Processing, Inc. (ADP)","Coursera","Recruitment, Talent Pipelining, Professional Networking, Applicant Tracking Systems, Recruitment Strategies, Relationship Building, Talent Sourcing, Performance Metric, Job Analysis, Talent Acquisition, Consultative Approaches, Process Improvement, Change Management, Compensation Management, Coordination, Key Performance Indicators (KPIs), Performance Reporting, Market Research, Performance Analysis, Personal Attributes","Beginner","Professional Certificate","3 - 6 Months"
146,"Xbox Product Manager","https://www.coursera.org/professional-certificates/xbox-product-manager","Xbox","Coursera","User Story, Product Planning, User Interface (UI), Competitive Analysis, Product Roadmaps, User Interface and User Experience (UI/UX) Design, Stakeholder Management, Market Research, Product Management, Design Thinking, AI Product Strategy, Mockups, Consumer Behaviour, Usability Testing, Wireframing, Market Analysis, Stakeholder Communications, Product Lifecycle Management, Product Strategy, Data Analysis","Beginner","Professional Certificate","3 - 6 Months"
147,"Liberty Mutual Insurance Sales Agent","https://www.coursera.org/professional-certificates/libertymutual-insurancesalesagent","Liberty Mutual Insurance","Coursera","Insurance, Insurance Policies, Closing (Sales), Insurance Sales, Overcoming Objections, Sales Prospecting, Productivity, Prospecting and Qualification, Verbal Communication Skills, Workers Compensation, Storytelling, Risk Management, Customer Relationship Building, Customer Retention, Sales Presentation, Communication, Underwriting, Consultative Selling, Commercial Laws, Product Knowledge","Beginner","Professional Certificate","3 - 6 Months"
148,"CertNexus Certified Data Science Practitioner","https://www.coursera.org/professional-certificates/certified-data-science-practitioner","CertNexus","Coursera","Extract, Transform, Load, Data Analysis, Jupyter, Data Visualization, Unsupervised Learning, Applied Machine Learning, Statistical Analysis, Exploratory Data Analysis, Machine Learning, Business Analytics, Analytical Skills, Data Manipulation, Data Cleansing, Data Processing, Trend Analysis, Data Storytelling, Project Scoping, Business Priorities, Business Analysis, Classification And Regression Tree (CART)","Intermediate","Professional Certificate","3 - 6 Months"
149,"Desarrollador de Meta de Android","https://www.coursera.org/professional-certificates/meta-android-developer-es","Meta","Coursera","React Native, User Research, UI/UX Research, Persona (User Experience), Restful API, Design Research, Android Studio, Version Control, Kotlin, User Experience Design, Android Jetpack, Unix Commands, Android Development, Interaction Design, Git (Version Control System), GitHub, Algorithms, Jest (JavaScript Testing Framework), Usability, Mobile Development","Beginner","Professional Certificate","3 - 6 Months"
150,"Google Data Analytics","https://www.coursera.org/professional-certificates/analytique-des-donnees-google","Google","Coursera","Data Presentation, Data Storytelling, Presentations, Data Cleansing, Data Visualization, Rmarkdown, Data-Driven Decision-Making, Data Validation, Data Ethics, Analytical Skills, Interactive Data Visualization, Dashboard, Spreadsheet Software, Ggplot2, Google Sheets, SQL, Data Collection, Data Analysis, Sampling (Statistics), Data Processing","Beginner","Professional Certificate","3 - 6 Months"
151,"AWS Generative AI Applications","https://www.coursera.org/professional-certificates/aws-generative-ai-applications","Amazon Web Services","Coursera","Responsible AI, Generative AI, Generative AI Agents, Prompt Engineering, Amazon Bedrock, AWS SageMaker, AI Product Strategy, Amazon Web Services, LLM Application, MLOps (Machine Learning Operations), Application Development, Artificial Intelligence and Machine Learning (AI/ML), Artificial Intelligence, Cloud Development, Data Governance, Large Language Modeling, Commercialization, API Design, Solution Architecture, Data Management","Beginner","Professional Certificate","1 - 3 Months"
152,"SAS Statistical Business Analyst","https://www.coursera.org/professional-certificates/sas-statistical-business-analyst","SAS","Coursera","SAS (Software), Predictive Modeling, Predictive Analytics, Statistical Hypothesis Testing, Statistical Analysis, Correlation Analysis, Statistical Modeling, Regression Analysis, Statistical Methods, Probability & Statistics, Big Data, Plot (Graphics), Data Analysis, Statistical Inference, Data Analysis Software, Advanced Analytics, Feature Engineering, Performance Analysis, Performance Measurement, Data Manipulation","Intermediate","Professional Certificate","3 - 6 Months"
153,"IBM Ethical Hacking with Open Source Tools","https://www.coursera.org/professional-certificates/ibm-ethical-hacking-with-open-source-tools","IBM","Coursera","Threat Detection, Penetration Testing, Exploit development, Cyber Threat Intelligence, Threat Management, Linux Administration, Incident Response, Vulnerability Scanning, Cyber Security Assessment, Vulnerability Management, Vulnerability Assessments, Cybersecurity, Network Security, Network Monitoring, Bash (Scripting Language), Network Troubleshooting, Anomaly Detection, Cyber Attacks, Computer Security, Network Analysis","Intermediate","Professional Certificate","3 - 6 Months"
154,"Information Security Analyst","https://www.coursera.org/professional-certificates/ec-council-information-security-analyst","EC-Council","Coursera","Network Security, Incident Response, Computer Security Incident Management, Cryptography, Penetration Testing, Vulnerability Management, Cybersecurity, Application Security, Cyber Security Policies, Security Information and Event Management (SIEM), Threat Detection, Network Monitoring, Cloud Security, Vulnerability Assessments, Malware Protection, Mobile Security, Identity and Access Management, Internet Of Things, Risk Analysis, Web Applications","Beginner","Professional Certificate","3 - 6 Months"
155,"Representante de desarrollo de ventas de Salesforce","https://www.coursera.org/professional-certificates/desarrollo-ventas-salesforce","Salesforce","Coursera","Overcoming Objections, Sales Development, Growth Mindedness, Lead Generation, Time Management, Active Listening, Customer Relationship Management (CRM) Software, Enthusiasm, Constructive Feedback, Verbal Communication Skills, Prospecting and Qualification, Phone Sales, Cold Calling, Interpersonal Communications, Productivity, Technical Sales, Cultural Diversity, Interviewing Skills, Salesforce, Storytelling","Beginner","Professional Certificate","3 - 6 Months"
156,"Zoho Sales Representative","https://www.coursera.org/professional-certificates/zoho-sale-representative-professional-certificate","Zoho Corporation","Coursera","Sales Process, Account Management, Sales Management, Selling Techniques, Customer Relationship Management, Sales, Customer Relationship Management (CRM) Software, General Sales Practices, Sales Pipelines, Sales Presentation, Sales Strategy, Closing (Sales), Process Mapping, Customer Relationship Building, Interviewing Skills, Prospecting and Qualification, Sales Prospecting, Sales Operations, Problem Solving, Critical Thinking","Beginner","Professional Certificate","3 - 6 Months"
157,"Microsoft R Programming for Everyone","https://www.coursera.org/professional-certificates/microsoft-r-programming-for-everyone","Microsoft","Coursera","Rmarkdown, Version Control, Web Scraping, Regression Analysis, Knitr, Exploratory Data Analysis, Statistical Analysis, Data Manipulation, Dimensionality Reduction, Ggplot2, Geospatial Information and Technology, Time Series Analysis and Forecasting, Plotly, Shiny (R Package), Data Cleansing, Data Visualization, Data Wrangling, Software Documentation, R Programming, Microsoft Copilot","Beginner","Professional Certificate","3 - 6 Months"
158,"Desain UX Google","https://www.coursera.org/professional-certificates/desain-ux-google","Google","Coursera","Wireframing, Adobe XD, Mockups, Storyboarding, Information Architecture, User Experience Design, Usability Testing, Graphic and Visual Design, Figma (Design Software), Design Elements And Principles, UI/UX Research, Design Reviews, Responsive Web Design, Presentations, User Story, Cross Platform Development, User Centered Design, Prototyping, Ideation, Web Design","Beginner","Professional Certificate","3 - 6 Months"
159,"Google UX Design","https://www.coursera.org/professional-certificates/conception-ux-google","Google","Coursera","User Experience Design, UI/UX Research, Information Architecture, Storyboarding, Wireframing, User Research, User Story, Adobe XD, Usability Testing, Figma (Design Software), User Experience, Design Reviews, User Interface and User Experience (UI/UX) Design, Design Research, User Centered Design, Persona (User Experience), Presentations, Web Design, Research Design, Usability","Beginner","Professional Certificate","3 - 6 Months"
160,"Google Project Management","https://www.coursera.org/professional-certificates/gestion-de-projet-google","Google","Coursera","Backlogs, Quality Management, Project Closure, Project Planning, Scope Management, Team Management, Project Scoping, Agile Project Management, Budget Management, Project Risk Management, Milestones (Project Management), Team Leadership, Communication Planning, Agile Software Development, Sprint Retrospectives, Resource Management, Project Management Life Cycle, Smart Goals, Change Management, Project Management","Beginner","Professional Certificate","3 - 6 Months"
161,"Figma, Sketch & Miro for UX Design","https://www.coursera.org/professional-certificates/coursera-ux-design-toolkit","Coursera","Coursera","User Research, Prototyping, Wireframing, User Interface and User Experience (UI/UX) Design, Human Centered Design, Interactive Design, Conceptual Design, Design, User Flows, Collaborative Software, Design Specifications, Persona Development, Design Software, User Interface (UI) Design, UI Components, Ideation, Animations","Intermediate","Professional Certificate","3 - 6 Months"
162,"AWS Generative AI for Developers","https://www.coursera.org/professional-certificates/aws-generative-ai-developers","Amazon Web Services","Coursera","Amazon Bedrock, Prompt Engineering, Responsible AI, Generative AI Agents, Generative AI, LangChain, Large Language Modeling, LLM Application, Prompt Engineering Tools, Artificial Intelligence, AWS SageMaker, Amazon Web Services, AI Personalization, Automation, Application Programming Interface (API), Data Processing, Performance Testing, Data Integration","Intermediate","Professional Certificate","1 - 3 Months"
163,"Google Project Management (DE)","https://www.coursera.org/professional-certificates/google-project-management-de","Google","Coursera","Project Closure, Quality Management, Continuous Improvement Process, Project Risk Management, Cost Management, Backlogs, Quality Improvement, Project Planning, Risk Management, Milestones (Project Management), Communication Planning, Sprint Retrospectives, Agile Project Management, Scope Management, Stakeholder Management, Project Management Life Cycle, Project Documentation, Project Management, Agile Methodology, Change Management","Beginner","Professional Certificate","3 - 6 Months"
